Logan 5.1.1
rawFileName="H:\timo\research\PoweredUp\data\{None} 9326 201402051224.raw"
From=0:00.0, To=5:32.9
Date=05Feb2014
Time=12:24:59
Athlete={None}
EventDescription=
Time, Forward, Sideways, Up, Gyr1(d/s), Gyr2(d/s), Gyr3(d/s), Mag Fwd, Mag Left, Mag Up, 
0:42.81, -0.964, -0.060, 0.108, -0.079, 7.297, 1.469, -0.839, -0.231, 0.006, 
0:42.82, -0.964, -0.060, 0.115, -0.688, 7.297, 1.469, -0.839, -0.231, 0.006, 
0:42.83, -0.964, -0.060, 0.108, -0.688, 7.297, 1.469, -0.839, -0.231, 0.006, 
0:42.84, -0.964, -0.066, 0.108, -0.079, 6.949, 0.373, -0.839, -0.231, 0.006, 
0:42.85, -0.957, -0.060, 0.108, -0.688, 6.949, 0.007, -0.839, -0.231, 0.006, 
0:42.86, -0.964, -0.060, 0.108, -0.079, 6.949, 0.373, -0.839, -0.231, 0.006, 
0:42.87, -0.957, -0.060, 0.115, -0.688, 6.949, 0.007, -0.839, -0.234, 0.006, 
0:42.88, -0.964, -0.060, 0.108, -0.079, 6.949, 0.007, -0.839, -0.234, 0.006, 
0:42.89, -0.964, -0.060, 0.115, -0.079, 6.254, 0.007, -0.839, -0.234, 0.006, 
0:42.90, -0.964, -0.066, 0.115, -0.688, 5.559, 0.007, -0.839, -0.234, 0.006, 
0:42.91, -0.964, -0.060, 0.115, -0.079, 5.559, 0.007, -0.839, -0.234, 0.006, 
0:42.92, -0.964, -0.060, 0.115, 0.529, 5.559, 0.373, -0.839, -0.234, 0.006, 
0:42.93, -0.964, -0.060, 0.108, -0.079, 5.211, 0.373, -0.839, -0.234, 0.006, 
0:42.94, -0.964, -0.060, 0.108, -0.079, 4.168, 0.373, -0.839, -0.234, 0.006, 
0:42.95, -0.957, -0.066, 0.108, -0.688, 4.168, 0.373, -0.836, -0.234, 0.006, 
0:42.96, -0.957, -0.060, 0.108, -0.079, 4.168, 0.373, -0.836, -0.234, 0.009, 
0:42.97, -0.964, -0.060, 0.108, 0.529, 3.820, 1.104, -0.836, -0.234, 0.009, 
0:42.98, -0.964, -0.066, 0.108, -0.079, 2.778, 1.835, -0.836, -0.234, 0.009, 
0:42.99, -0.964, -0.060, 0.115, -0.079, 2.778, 1.835, -0.836, -0.237, 0.009, 
0:43.00, -0.964, -0.066, 0.108, 1.138, 2.778, 1.835, -0.836, -0.237, 0.009, 
0:43.01, -0.957, -0.060, 0.108, 0.529, 1.735, 1.835, -0.836, -0.237, 0.009, 
0:43.02, -0.957, -0.066, 0.115, 0.529, 1.387, 1.835, -0.836, -0.237, 0.009, 
0:43.03, -0.964, -0.066, 0.108, -0.079, 1.387, 1.835, -0.836, -0.237, 0.013, 
0:43.04, -0.964, -0.060, 0.108, 0.529, 1.387, 2.200, -0.836, -0.237, 0.013, 
0:43.05, -0.964, -0.066, 0.108, -0.688, 1.387, 2.200, -0.836, -0.237, 0.013, 
0:43.06, -0.964, -0.066, 0.108, -0.688, 1.387, 2.200, -0.836, -0.237, 0.013, 
0:43.07, -0.971, -0.060, 0.108, -0.079, 1.387, 2.200, -0.836, -0.237, 0.013, 
0:43.08, -0.979, -0.066, 0.108, -0.079, 1.387, 2.200, -0.836, -0.237, 0.016, 
0:43.09, -0.986, -0.066, 0.108, -0.079, 0.692, 1.835, -0.836, -0.237, 0.016, 
0:43.10, -0.986, -0.066, 0.108, -0.079, -0.003, 1.469, -0.836, -0.241, 0.016, 
0:43.11, -0.986, -0.073, 0.101, -0.079, 0.344, 1.469, -0.834, -0.241, 0.019, 
0:43.12, -0.986, -0.079, 0.095, -0.079, 0.344, 1.469, -0.834, -0.241, 0.019, 
0:43.13, -0.993, -0.093, 0.088, -0.079, 0.344, 1.469, -0.834, -0.241, 0.019, 
0:43.14, -0.993, -0.086, 0.088, -0.079, 1.735, 0.738, -0.834, -0.241, 0.019, 
0:43.15, -0.993, -0.086, 0.088, -0.079, 1.735, 0.007, -0.834, -0.241, 0.022, 
0:43.16, -0.993, -0.086, 0.081, -0.079, 2.082, 0.007, -0.834, -0.241, 0.022, 
0:43.17, -0.993, -0.086, 0.081, -0.079, 3.125, 0.007, -0.834, -0.244, 0.022, 
0:43.18, -0.993, -0.086, 0.081, -0.688, 3.820, 0.007, -0.834, -0.244, 0.025, 
0:43.19, -0.986, -0.093, 0.081, -0.688, 4.516, 0.007, -0.834, -0.244, 0.025, 
0:43.20, -0.993, -0.093, 0.081, -0.688, 5.559, -0.358, -0.834, -0.244, 0.028, 
0:43.21, -0.986, -0.093, 0.081, -0.079, 5.906, -1.089, -0.834, -0.244, 0.028, 
0:43.22, -0.986, -0.093, 0.088, -0.079, 7.297, -1.454, -0.834, -0.244, 0.028, 
0:43.23, -0.986, -0.086, 0.081, -0.079, 7.297, -1.454, -0.834, -0.247, 0.032, 
0:43.24, -0.986, -0.086, 0.081, -0.688, 7.297, -1.454, -0.834, -0.247, 0.032, 
0:43.25, -0.986, -0.086, 0.088, -0.079, 7.644, -1.454, -0.834, -0.247, 0.035, 
0:43.26, -0.986, -0.086, 0.081, -0.079, 8.340, -1.454, -0.834, -0.247, 0.035, 
0:43.27, -0.986, -0.093, 0.088, -0.079, 8.687, -1.454, -0.834, -0.250, 0.035, 
0:43.28, -0.979, -0.086, 0.088, -0.688, 8.687, -1.454, -0.834, -0.250, 0.038, 
0:43.29, -0.964, -0.086, 0.088, -0.079, 8.687, -1.454, -0.834, -0.250, 0.038, 
0:43.30, -0.971, -0.086, 0.088, -0.079, 8.687, -1.454, -0.834, -0.250, 0.038, 
0:43.31, -0.971, -0.086, 0.081, -0.079, 8.687, -1.454, -0.834, -0.250, 0.041, 
0:43.32, -0.979, -0.086, 0.081, -0.079, 8.687, -1.454, -0.834, -0.253, 0.041, 
0:43.33, -0.979, -0.079, 0.088, -0.079, 8.687, -1.454, -0.834, -0.253, 0.041, 
0:43.34, -0.979, -0.079, 0.081, -0.079, 8.687, -1.454, -0.834, -0.253, 0.041, 
0:43.35, -0.979, -0.073, 0.088, 1.138, 8.687, -1.454, -0.834, -0.256, 0.044, 
0:43.36, -0.979, -0.073, 0.088, 1.747, 8.687, -1.454, -0.831, -0.256, 0.044, 
0:43.37, -0.986, -0.066, 0.081, 1.747, 8.687, -1.454, -0.831, -0.256, 0.044, 
0:43.38, -0.986, -0.066, 0.081, 1.747, 8.687, -1.454, -0.831, -0.256, 0.044, 
0:43.39, -0.986, -0.066, 0.074, 2.355, 8.687, -1.454, -0.831, -0.259, 0.047, 
0:43.40, -0.986, -0.066, 0.081, 2.355, 8.340, -1.454, -0.831, -0.259, 0.047, 
0:43.41, -0.986, -0.066, 0.068, 1.747, 8.340, -1.089, -0.831, -0.259, 0.047, 
0:43.42, -0.986, -0.066, 0.054, 2.355, 8.340, -1.454, -0.831, -0.263, 0.047, 
0:43.43, -0.986, -0.060, 0.061, 1.747, 8.340, -1.089, -0.831, -0.263, 0.047, 
0:43.44, -0.986, -0.066, 0.054, 2.355, 8.340, -1.089, -0.831, -0.263, 0.047, 
0:43.45, -0.986, -0.060, 0.054, 2.355, 7.644, -1.089, -0.829, -0.266, 0.047, 
0:43.46, -0.986, -0.060, 0.054, 1.747, 6.949, -1.089, -0.829, -0.266, 0.047, 
0:43.47, -0.986, -0.060, 0.054, 1.747, 6.949, -1.089, -0.829, -0.266, 0.050, 
0:43.48, -0.986, -0.053, 0.041, 1.747, 6.949, -1.089, -0.829, -0.269, 0.050, 
0:43.49, -0.964, -0.053, 0.034, 1.747, 6.949, -0.724, -0.829, -0.269, 0.050, 
0:43.50, -0.964, -0.040, 0.034, 2.355, 6.949, 0.373, -0.829, -0.269, 0.050, 
0:43.51, -0.964, -0.040, 0.027, 1.138, 6.949, 0.373, -0.829, -0.272, 0.050, 
0:43.52, -0.964, -0.033, 0.027, 1.747, 6.949, 0.373, -0.829, -0.272, 0.050, 
0:43.53, -0.964, -0.033, 0.027, 1.747, 6.949, 0.007, -0.829, -0.275, 0.050, 
0:43.54, -0.964, -0.040, 0.034, 1.747, 6.949, 0.007, -0.829, -0.275, 0.050, 
0:43.55, -0.964, -0.033, 0.027, 1.747, 6.949, 0.007, -0.826, -0.275, 0.054, 
0:43.56, -0.964, -0.033, 0.027, 1.747, 6.949, 0.007, -0.826, -0.278, 0.054, 
0:43.57, -0.964, -0.033, 0.034, 1.747, 5.906, 0.007, -0.826, -0.278, 0.054, 
0:43.58, -0.957, -0.033, 0.034, 2.964, 5.559, 0.007, -0.826, -0.278, 0.054, 
0:43.59, -0.957, -0.033, 0.034, 2.964, 5.559, 0.007, -0.826, -0.282, 0.054, 
0:43.60, -0.957, -0.033, 0.034, 4.181, 5.559, 0.007, -0.826, -0.282, 0.054, 
0:43.61, -0.950, -0.040, 0.027, 4.181, 5.559, 0.373, -0.826, -0.285, 0.057, 
0:43.62, -0.936, -0.040, 0.027, 4.789, 5.906, 1.469, -0.826, -0.285, 0.057, 
0:43.63, -0.936, -0.040, 0.027, 5.398, 7.297, 1.835, -0.826, -0.285, 0.057, 
0:43.64, -0.936, -0.040, 0.034, 7.224, 7.644, 3.296, -0.826, -0.288, 0.057, 
0:43.65, -0.936, -0.040, 0.034, 6.615, 8.687, 3.662, -0.826, -0.288, 0.057, 
0:43.66, -0.943, -0.040, 0.027, 7.224, 10.078, 4.758, -0.826, -0.288, 0.057, 
0:43.67, -0.943, -0.053, 0.027, 7.224, 10.426, 4.758, -0.823, -0.291, 0.060, 
0:43.68, -0.943, -0.060, 0.027, 7.832, 11.468, 4.758, -0.823, -0.291, 0.060, 
0:43.69, -0.950, -0.066, 0.027, 9.049, 12.859, 4.758, -0.823, -0.291, 0.060, 
0:43.70, -0.964, -0.060, 0.027, 9.658, 13.902, 4.758, -0.823, -0.294, 0.060, 
0:43.71, -0.957, -0.066, 0.027, 11.484, 14.597, 4.758, -0.823, -0.294, 0.060, 
0:43.72, -0.964, -0.066, 0.027, 12.092, 15.640, 4.758, -0.823, -0.294, 0.060, 
0:43.73, -0.964, -0.066, 0.007, 12.092, 15.640, 4.758, -0.823, -0.294, 0.060, 
0:43.74, -0.964, -0.073, 0.000, 12.701, 15.640, 4.758, -0.823, -0.297, 0.060, 
0:43.75, -0.964, -0.079, 0.000, 13.918, 15.640, 4.758, -0.823, -0.297, 0.063, 
0:43.76, -0.957, -0.093, 0.000, 14.526, 15.640, 5.124, -0.823, -0.297, 0.063, 
0:43.77, -0.957, -0.093, 0.000, 14.526, 16.335, 6.220, -0.821, -0.297, 0.063, 
0:43.78, -0.964, -0.086, 0.007, 14.526, 16.683, 6.220, -0.821, -0.297, 0.063, 
0:43.79, -0.979, -0.086, 0.000, 13.918, 16.683, 6.220, -0.821, -0.301, 0.063, 
0:43.80, -0.993, -0.079, 0.000, 13.918, 15.988, 7.682, -0.821, -0.301, 0.063, 
0:43.81, -0.979, -0.073, 0.007, 14.526, 15.292, 8.047, -0.821, -0.301, 0.063, 
0:43.82, -0.957, -0.060, 0.027, 13.918, 13.902, 9.143, -0.821, -0.301, 0.063, 
0:43.83, -0.957, -0.066, 0.034, 14.526, 14.249, 10.240, -0.821, -0.301, 0.063, 
0:43.84, -0.950, -0.066, 0.061, 13.918, 14.249, 11.702, -0.821, -0.304, 0.063, 
0:43.85, -0.929, -0.060, 0.068, 13.918, 15.292, 12.432, -0.821, -0.304, 0.063, 
0:43.86, -0.936, -0.066, 0.088, 13.918, 16.683, 13.529, -0.821, -0.304, 0.063, 
0:43.87, -0.936, -0.060, 0.088, 13.918, 17.031, 14.991, -0.821, -0.304, 0.063, 
0:43.88, -0.950, -0.066, 0.101, 13.918, 17.031, 15.721, -0.821, -0.304, 0.063, 
0:43.89, -0.964, -0.060, 0.115, 14.526, 16.683, 16.452, -0.821, -0.304, 0.063, 
0:43.90, -0.957, -0.060, 0.108, 13.918, 16.683, 16.452, -0.821, -0.304, 0.063, 
0:43.91, -0.957, -0.060, 0.108, 14.526, 16.683, 17.914, -0.818, -0.304, 0.063, 
0:43.92, -0.964, -0.060, 0.115, 14.526, 16.683, 17.914, -0.818, -0.304, 0.063, 
0:43.93, -0.964, -0.060, 0.122, 13.918, 16.683, 19.010, -0.818, -0.301, 0.063, 
0:43.94, -0.964, -0.060, 0.142, 13.309, 16.683, 19.376, -0.818, -0.301, 0.060, 
0:43.95, -0.986, -0.060, 0.135, 11.484, 16.683, 20.107, -0.821, -0.301, 0.060, 
0:43.96, -0.993, -0.060, 0.135, 10.875, 16.683, 20.472, -0.821, -0.301, 0.060, 
0:43.97, -0.993, -0.060, 0.122, 10.266, 16.683, 20.472, -0.821, -0.301, 0.060, 
0:43.98, -1.014, -0.046, 0.108, 10.875, 16.683, 20.472, -0.821, -0.297, 0.060, 
0:43.99, -1.021, -0.046, 0.101, 12.092, 16.335, 19.741, -0.821, -0.297, 0.060, 
0:44.00, -1.021, -0.053, 0.088, 12.092, 15.292, 18.280, -0.821, -0.297, 0.060, 
0:44.01, -1.014, -0.066, 0.088, 12.701, 15.292, 17.183, -0.821, -0.297, 0.057, 
0:44.02, -1.021, -0.066, 0.081, 13.918, 15.292, 14.991, -0.821, -0.294, 0.057, 
0:44.03, -1.014, -0.066, 0.068, 14.526, 15.292, 13.163, -0.821, -0.294, 0.057, 
0:44.04, -1.029, -0.086, 0.068, 14.526, 15.292, 10.971, -0.821, -0.291, 0.057, 
0:44.05, -1.036, -0.099, 0.081, 14.526, 15.292, 8.413, -0.821, -0.291, 0.054, 
0:44.06, -1.043, -0.119, 0.088, 14.526, 15.292, 4.393, -0.821, -0.288, 0.054, 
0:44.07, -1.029, -0.119, 0.088, 13.918, 15.292, 0.373, -0.821, -0.288, 0.054, 
0:44.08, -1.029, -0.113, 0.101, 13.309, 15.292, -3.647, -0.821, -0.288, 0.054, 
0:44.09, -1.043, -0.119, 0.115, 11.484, 15.292, -7.667, -0.821, -0.285, 0.054, 
0:44.10, -1.050, -0.126, 0.135, 9.658, 14.249, -12.052, -0.821, -0.285, 0.050, 
0:44.11, -1.043, -0.119, 0.135, 8.441, 14.249, -16.438, -0.818, -0.285, 0.050, 
0:44.12, -1.050, -0.099, 0.142, 7.224, 13.902, -21.919, -0.818, -0.285, 0.050, 
0:44.13, -1.071, -0.086, 0.135, 7.224, 13.902, -26.305, -0.818, -0.285, 0.050, 
0:44.14, -1.086, -0.079, 0.135, 7.832, 12.164, -31.055, -0.818, -0.285, 0.050, 
0:44.15, -1.121, -0.066, 0.115, 9.049, 9.383, -35.075, -0.818, -0.285, 0.047, 
0:44.16, -1.121, -0.066, 0.108, 9.658, 5.906, -39.095, -0.818, -0.285, 0.047, 
0:44.17, -1.064, -0.066, 0.081, 9.658, 4.168, -42.384, -0.818, -0.285, 0.047, 
0:44.18, -1.007, -0.046, 0.061, 9.658, 3.820, -44.211, -0.818, -0.288, 0.047, 
0:44.19, -0.971, -0.013, 0.054, 11.484, 3.820, -44.942, -0.818, -0.288, 0.044, 
0:44.20, -0.950, -0.000, 0.047, 11.484, 3.820, -43.115, -0.816, -0.291, 0.044, 
0:44.21, -0.921, 0.013, 0.054, 11.484, 3.820, -39.095, -0.816, -0.294, 0.044, 
0:44.22, -0.893, 0.013, 0.054, 12.092, 2.778, -33.979, -0.816, -0.297, 0.044, 
0:44.23, -0.871, 0.013, 0.054, 12.092, 2.778, -27.036, -0.813, -0.301, 0.044, 
0:44.24, -0.857, 0.007, 0.054, 12.092, 2.778, -19.727, -0.813, -0.304, 0.044, 
0:44.25, -0.850, -0.013, 0.047, 13.309, 2.778, -11.321, -0.813, -0.307, 0.044, 
0:44.26, -0.871, -0.013, 0.047, 14.526, 2.430, -4.378, -0.810, -0.310, 0.047, 
0:44.27, -0.879, -0.013, 0.047, 14.526, 1.387, 2.200, -0.810, -0.313, 0.047, 
0:44.28, -0.893, -0.020, 0.014, 14.526, 1.387, 8.047, -0.810, -0.316, 0.047, 
0:44.29, -0.971, -0.040, 0.027, 15.743, 1.039, 10.605, -0.808, -0.320, 0.047, 
0:44.30, -1.021, -0.066, 0.047, 16.352, 0.692, 10.240, -0.808, -0.323, 0.047, 
0:44.31, -1.043, -0.079, 0.061, 15.135, 1.039, 10.971, -0.808, -0.326, 0.050, 
0:44.32, -1.043, -0.093, 0.061, 14.526, 2.430, 7.316, -0.805, -0.329, 0.050, 
0:44.33, -1.050, -0.099, 0.061, 13.918, 3.125, 5.854, -0.805, -0.332, 0.050, 
0:44.34, -1.043, -0.113, 0.061, 12.701, 4.516, 1.469, -0.805, -0.335, 0.050, 
0:44.35, -1.079, -0.119, 0.061, 11.484, 4.863, -2.551, -0.803, -0.339, 0.054, 
0:44.36, -1.064, -0.113, 0.054, 9.049, 5.559, -4.743, -0.803, -0.342, 0.054, 
0:44.37, -1.050, -0.086, 0.061, 8.441, 5.906, -10.591, -0.803, -0.342, 0.054, 
0:44.38, -1.021, -0.093, 0.054, 6.615, 5.906, -11.687, -0.800, -0.345, 0.057, 
0:44.39, -0.993, -0.086, 0.061, 5.398, 5.906, -14.245, -0.800, -0.348, 0.057, 
0:44.40, -0.957, -0.073, 0.054, 4.181, 5.559, -14.245, -0.800, -0.351, 0.057, 
0:44.41, -0.957, -0.066, 0.061, 2.964, 5.559, -14.610, -0.797, -0.354, 0.060, 
0:44.42, -0.929, -0.053, 0.054, 1.747, 4.516, -11.687, -0.797, -0.358, 0.060, 
0:44.43, -0.907, -0.046, 0.054, 1.747, 4.168, -11.687, -0.797, -0.361, 0.063, 
0:44.44, -0.900, -0.046, 0.054, 0.529, 4.168, -8.398, -0.795, -0.364, 0.063, 
0:44.45, -0.900, -0.040, 0.054, -0.079, 4.516, -7.302, -0.795, -0.367, 0.063, 
0:44.46, -0.864, -0.040, 0.034, -0.079, 4.168, -3.282, -0.795, -0.370, 0.066, 
0:44.47, -0.879, -0.033, 0.034, -0.079, 3.820, -3.647, -0.792, -0.373, 0.066, 
0:44.48, -0.879, -0.033, 0.027, 1.138, 2.082, 2.931, -0.792, -0.377, 0.066, 
0:44.49, -0.943, -0.026, 0.007, 2.355, 1.387, 0.007, -0.792, -0.380, 0.069, 
0:44.50, -0.929, -0.026, -0.007, 2.355, -0.003, 4.393, -0.790, -0.380, 0.069, 
0:44.51, -0.986, -0.033, -0.020, 4.181, -0.003, 0.373, -0.790, -0.383, 0.069, 
0:44.52, -0.950, -0.040, -0.027, 4.789, -1.394, 4.027, -0.787, -0.386, 0.073, 
0:44.53, -1.000, -0.053, -0.027, 5.398, -1.394, -1.089, -0.787, -0.389, 0.073, 
0:44.54, -0.964, -0.066, -0.027, 6.007, -2.437, 2.565, -0.787, -0.392, 0.073, 
0:44.55, -1.000, -0.060, -0.020, 7.224, -2.785, -2.551, -0.784, -0.396, 0.076, 
0:44.56, -0.979, -0.066, -0.027, 6.615, -3.480, 2.931, -0.784, -0.396, 0.076, 
0:44.57, -1.043, -0.060, -0.020, 6.007, -2.785, -1.089, -0.784, -0.399, 0.079, 
0:44.58, -1.157, -0.060, -0.041, 5.398, -2.437, 1.104, -0.782, -0.402, 0.079, 
0:44.59, -1.236, -0.060, -0.027, 4.181, -1.046, 1.104, -0.782, -0.405, 0.082, 
0:44.60, -1.307, -0.060, -0.034, 3.572, 0.692, 1.469, -0.782, -0.408, 0.082, 
0:44.61, -1.350, -0.066, -0.014, 1.747, 3.125, 9.143, -0.782, -0.408, 0.085, 
0:44.62, -1.364, -0.066, 0.007, -0.688, 5.906, 15.356, -0.779, -0.411, 0.085, 
0:44.63, -1.321, -0.066, 0.007, -1.905, 8.340, 27.050, -0.779, -0.415, 0.088, 
0:44.64, -1.221, -0.060, 0.027, -3.730, 11.121, 37.283, -0.779, -0.415, 0.088, 
0:44.65, -1.107, -0.066, 0.034, -7.382, 13.554, 47.150, -0.779, -0.418, 0.091, 
0:44.66, -0.993, -0.066, 0.061, -10.425, 15.988, 54.824, -0.777, -0.418, 0.091, 
0:44.67, -0.893, -0.066, 0.088, -12.859, 17.726, 59.940, -0.777, -0.418, 0.095, 
0:44.68, -0.814, -0.060, 0.115, -13.467, 19.116, 62.864, -0.777, -0.418, 0.095, 
0:44.69, -0.786, -0.060, 0.115, -14.685, 19.812, 62.864, -0.777, -0.418, 0.095, 
0:44.70, -0.764, -0.066, 0.115, -14.076, 20.507, 61.036, -0.777, -0.418, 0.098, 
0:44.71, -0.757, -0.066, 0.108, -12.859, 20.507, 55.920, -0.777, -0.415, 0.098, 
0:44.72, -0.764, -0.066, 0.108, -12.250, 19.464, 48.611, -0.777, -0.415, 0.098, 
0:44.73, -0.771, -0.066, 0.081, -11.033, 18.073, 40.572, -0.777, -0.411, 0.098, 
0:44.74, -0.779, -0.060, 0.061, -8.599, 15.640, 30.705, -0.779, -0.408, 0.098, 
0:44.75, -0.821, -0.060, 0.047, -7.382, 12.859, 20.472, -0.779, -0.405, 0.098, 
0:44.76, -0.864, -0.060, 0.027, -5.556, 9.383, 9.143, -0.779, -0.402, 0.101, 
0:44.77, -0.907, -0.060, 0.014, -4.339, 5.559, -1.454, -0.779, -0.399, 0.101, 
0:44.78, -0.964, -0.060, 0.000, -3.122, 2.082, -12.052, -0.782, -0.396, 0.101, 
0:44.79, -1.043, -0.040, 0.014, -3.122, -1.742, -20.458, -0.782, -0.392, 0.101, 
0:44.80, -1.121, -0.040, 0.034, -2.513, -5.218, -24.843, -0.782, -0.392, 0.101, 
0:44.81, -1.186, -0.073, 0.034, -1.905, -8.347, -23.016, -0.782, -0.389, 0.101, 
0:44.82, -1.193, -0.093, 0.041, -1.296, -9.737, -18.630, -0.782, -0.389, 0.101, 
0:44.83, -1.150, -0.093, 0.054, -2.513, -11.128, -8.398, -0.782, -0.386, 0.101, 
0:44.84, -1.050, -0.106, 0.061, -3.730, -11.128, 2.931, -0.784, -0.386, 0.101, 
0:44.85, -0.943, -0.119, 0.054, -5.556, -11.128, 13.894, -0.784, -0.383, 0.104, 
0:44.86, -0.843, -0.113, 0.054, -7.990, -11.823, 23.030, -0.784, -0.383, 0.104, 
0:44.87, -0.786, -0.106, 0.054, -10.425, -12.171, 28.877, -0.784, -0.380, 0.104, 
0:44.88, -0.750, -0.099, 0.054, -9.816, -12.171, 32.532, -0.784, -0.380, 0.107, 
0:44.89, -0.764, -0.106, 0.061, -11.642, -11.475, 31.070, -0.784, -0.377, 0.107, 
0:44.90, -0.793, -0.099, 0.054, -12.250, -10.780, 28.877, -0.784, -0.377, 0.110, 
0:44.91, -0.864, -0.086, 0.068, -12.250, -9.390, 21.203, -0.784, -0.373, 0.110, 
0:44.92, -0.964, -0.079, 0.088, -11.642, -7.651, 12.067, -0.784, -0.370, 0.114, 
0:44.93, -1.043, -0.079, 0.115, -7.382, -6.261, 4.027, -0.784, -0.367, 0.114, 
0:44.94, -1.121, -0.079, 0.135, -4.339, -3.827, -5.474, -0.784, -0.367, 0.117, 
0:44.95, -1.143, -0.093, 0.149, -0.079, -1.742, -10.591, -0.784, -0.364, 0.117, 
0:44.96, -1.121, -0.093, 0.169, 2.964, 1.387, -14.976, -0.784, -0.361, 0.120, 
0:44.97, -1.093, -0.099, 0.169, 5.398, 4.168, -15.341, -0.784, -0.361, 0.120, 
0:44.98, -1.043, -0.113, 0.162, 7.224, 7.297, -14.610, -0.787, -0.358, 0.123, 
0:44.99, -0.979, -0.113, 0.149, 9.049, 10.078, -11.687, -0.787, -0.358, 0.123, 
0:45.00, -0.936, -0.113, 0.122, 9.049, 12.511, -9.129, -0.787, -0.358, 0.126, 
0:45.01, -0.914, -0.099, 0.095, 10.266, 14.945, -6.205, -0.787, -0.354, 0.126, 
0:45.02, -0.900, -0.079, 0.068, 10.875, 16.335, -3.647, -0.787, -0.354, 0.129, 
0:45.03, -0.907, -0.060, 0.041, 9.658, 18.073, -1.820, -0.787, -0.354, 0.129, 
0:45.04, -0.929, -0.060, 0.020, 9.049, 18.421, 0.007, -0.787, -0.354, 0.132, 
0:45.05, -0.971, -0.040, 0.007, 9.049, 19.812, 0.373, -0.787, -0.351, 0.132, 
0:45.06, -1.021, -0.040, 0.000, 9.049, 21.202, 0.373, -0.787, -0.351, 0.132, 
0:45.07, -1.043, -0.040, 0.000, 7.224, 22.245, 0.373, -0.787, -0.351, 0.136, 
0:45.08, -1.050, -0.046, 0.007, 6.007, 22.593, 0.373, -0.784, -0.351, 0.136, 
0:45.09, -1.043, -0.066, 0.007, 3.572, 23.983, 0.738, -0.787, -0.351, 0.136, 
0:45.10, -1.043, -0.086, 0.014, 1.747, 23.983, 1.835, -0.787, -0.351, 0.136, 
0:45.11, -1.021, -0.093, 0.034, -0.688, 23.983, 3.296, -0.787, -0.351, 0.136, 
0:45.12, -1.000, -0.099, 0.027, -3.122, 23.636, 4.393, -0.787, -0.351, 0.139, 
0:45.13, -0.986, -0.113, 0.034, -3.730, 23.288, 5.489, -0.787, -0.351, 0.139, 
0:45.14, -0.979, -0.113, 0.041, -5.556, 22.245, 7.316, -0.787, -0.351, 0.139, 
0:45.15, -0.971, -0.106, 0.054, -6.165, 20.507, 8.413, -0.787, -0.351, 0.136, 
0:45.16, -0.964, -0.093, 0.054, -7.990, 18.421, 9.143, -0.787, -0.348, 0.136, 
0:45.17, -0.964, -0.086, 0.061, -7.990, 16.683, 9.143, -0.787, -0.348, 0.136, 
0:45.18, -0.979, -0.086, 0.061, -7.990, 14.945, 9.143, -0.787, -0.348, 0.136, 
0:45.19, -0.986, -0.079, 0.061, -7.990, 13.207, 9.143, -0.787, -0.348, 0.136, 
0:45.20, -0.993, -0.073, 0.068, -7.382, 11.816, 9.143, -0.787, -0.348, 0.136, 
0:45.21, -0.986, -0.073, 0.061, -7.382, 10.426, 8.778, -0.787, -0.348, 0.136, 
0:45.22, -0.986, -0.086, 0.061, -7.382, 9.730, 8.778, -0.787, -0.345, 0.132, 
0:45.23, -0.986, -0.093, 0.061, -7.382, 8.340, 8.778, -0.787, -0.345, 0.132, 
0:45.24, -0.979, -0.093, 0.061, -6.773, 7.992, 7.316, -0.787, -0.345, 0.132, 
0:45.25, -0.979, -0.093, 0.074, -7.382, 6.949, 7.316, -0.787, -0.345, 0.132, 
0:45.26, -0.964, -0.093, 0.088, -7.382, 5.906, 6.951, -0.787, -0.342, 0.132, 
0:45.27, -0.957, -0.093, 0.088, -6.773, 4.863, 5.854, -0.787, -0.342, 0.132, 
0:45.28, -0.957, -0.086, 0.108, -4.948, 3.820, 5.854, -0.787, -0.342, 0.129, 
0:45.29, -0.964, -0.086, 0.115, -4.948, 2.778, 5.854, -0.787, -0.342, 0.129, 
0:45.30, -0.964, -0.086, 0.115, -3.122, 1.387, 5.854, -0.787, -0.342, 0.129, 
0:45.31, -0.957, -0.086, 0.108, -1.905, -0.003, 4.758, -0.787, -0.339, 0.129, 
0:45.32, -0.957, -0.086, 0.115, -0.688, -0.699, 4.393, -0.787, -0.339, 0.129, 
0:45.33, -0.964, -0.073, 0.108, -0.079, -1.394, 4.027, -0.787, -0.339, 0.129, 
0:45.34, -0.957, -0.066, 0.108, 0.529, -2.437, 2.931, -0.787, -0.339, 0.129, 
0:45.35, -0.964, -0.073, 0.108, 1.138, -2.785, 2.931, -0.787, -0.335, 0.129, 
0:45.36, -0.964, -0.066, 0.095, 1.747, -2.785, 2.931, -0.787, -0.335, 0.129, 
0:45.37, -0.964, -0.073, 0.088, 1.747, -2.785, 3.296, -0.787, -0.335, 0.129, 
0:45.38, -0.964, -0.073, 0.088, 1.747, -2.437, 3.296, -0.787, -0.335, 0.129, 
0:45.39, -0.971, -0.073, 0.088, -0.079, -1.742, 3.296, -0.787, -0.335, 0.129, 
0:45.40, -0.929, -0.079, 0.081, -0.688, -1.046, 3.296, -0.787, -0.335, 0.132, 
0:45.41, -0.943, -0.093, 0.088, -0.688, 0.692, -0.724, -0.787, -0.332, 0.132, 
